source_mat_id,arr_date_hq,arr_date_seq,collection_date,depth,env_material,failure,failure_comment,investigation_type,long_store,membr_cut,replicate,samp_collect_device,samp_description,samp_mat_process,samp_mat_process_dev,samp_size_vol,samp_store_date,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,tax_id,time_fi,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_NRMCB_Wa_1,2021-10-20,2021-11-24,2021-06-21,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2021-06-21 size fraction 3-200um,Wa SOP1,no DNA Shield. shipped in dry ice,5.0,2021-06-21,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_210621,2021-10-18,2021-11-24,3-200,3.0,200.0,EMOBON_NRMCBWa_20210621_3um_1,Casotti,-70.0,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_99,,,2022-03-02,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,2,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-03-02 size fraction >200um,Wa SOP3,,,2022-03-02,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220302,,,>200,200.0,,EMOBON_NRMCBWa2_20220302_200um_2,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_100,,,2022-03-02,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,3,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-03-02 size fraction >200um,Wa SOP3,,,2022-03-02,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220302,,,>200,200.0,,EMOBON_NRMCBWa2_20220302_200um_3,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_101,,,2022-03-02,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,4,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-03-02 size fraction >200um,Wa SOP3,,,2022-03-02,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220302,,,>200,200.0,,EMOBON_NRMCBWa2_20220302_200um_4,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_102,,,2022-03-02,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,blank_1,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-03-02 size fraction >200um,Wa SOP3,,,2022-03-02,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220302,,,>200,200.0,,EMOBON_NRMCBWa2_20220302_200um_(blank),Casotti,,256318,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_103,2022-10-19,2023-06-01,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction 3-200um,Wa SOP1,,5.0,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,2022-10-17,2023-06-01,3-200,3.0,200.0,EMOBON_NRMCBWa_20220427_3um_1,Casotti,-70.0,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_104,2022-10-19,2023-06-01,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction 3-200um,Wa SOP1,,5.0,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,2022-10-17,2023-06-01,3-200,3.0,200.0,EMOBON_NRMCBWa_20220427_3um_2,Casotti,-70.0,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_105,,,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction 3-200um,Wa SOP1,,5.0,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,3-200,3.0,200.0,EMOBON_NRMCBWa_20220427_3um_3,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_106,,,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction 3-200um,Wa SOP1,,5.0,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,3-200,3.0,200.0,EMOBON_NRMCBWa_20220427_3um_4,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_107,,,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,blank_1,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction 3-200um,Wa SOP1,,5.0,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,3-200,3.0,200.0,EMOBON_NRMCBWa_20220427_3um_(blank),Casotti,,256318,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_108,2022-10-19,2023-06-01,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction 0.2-3um,Wa SOP1,,5.0,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,2022-10-17,2023-06-01,0.2-3,0.2,3.0,EMOBON_NRMCBWa_20220427_0.22um_1,Casotti,-70.0,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_109,2022-10-19,2023-06-01,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction 0.2-3um,Wa SOP1,,5.0,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,2022-10-17,2023-06-01,0.2-3,0.2,3.0,EMOBON_NRMCBWa_20220427_0.22um_2,Casotti,-70.0,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_110,,,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction 0.2-3um,Wa SOP1,,5.0,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,0.2-3,0.2,3.0,EMOBON_NRMCBWa_20220427_0.22um_3,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_111,,,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction 0.2-3um,Wa SOP1,,5.0,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,0.2-3,0.2,3.0,EMOBON_NRMCBWa_20220427_0.22um_4,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_112,,,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,blank_1,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction 0.2-3um,Wa SOP1,,5.0,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,0.2-3,0.2,3.0,EMOBON_NRMCBWa_20220427_0.22um_(blank),Casotti,,256318,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_113,,,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,1,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction >20um,Wa SOP2,,,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,>20,20.0,,EMOBON_NRMCBWa2_20220427_20um_1,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_114,,,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,2,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction >20um,Wa SOP2,,,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,>20,20.0,,EMOBON_NRMCBWa2_20220427_20um_2,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_115,,,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,3,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction >20um,Wa SOP2,,,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,>20,20.0,,EMOBON_NRMCBWa2_20220427_20um_3,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_116,,,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,4,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction >20um,Wa SOP2,,,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,>20,20.0,,EMOBON_NRMCBWa2_20220427_20um_4,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_117,,,2022-04-27,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,blank_1,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction >20um,Wa SOP2,,,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,>20,20.0,,EMOBON_NRMCBWa2_20220427_20um_(blank),Casotti,,256318,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_118,,,2022-04-27,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,1,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction >200um,Wa SOP2,,,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,>200,200.0,,EMOBON_NRMCBWa2_20220427_200um_1,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_119,,,2022-04-27,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,2,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction >200um,Wa SOP3,,,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,>200,200.0,,EMOBON_NRMCBWa2_20220427_200um_2,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_120,,,2022-04-27,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,3,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction >200um,Wa SOP3,,,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,>200,200.0,,EMOBON_NRMCBWa2_20220427_200um_3,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_121,,,2022-04-27,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,4,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction >200um,Wa SOP3,,,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,>200,200.0,,EMOBON_NRMCBWa2_20220427_200um_4,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_122,,,2022-04-27,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,blank_1,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-04-27 size fraction >200um,Wa SOP3,,,2022-04-27,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220427,,,>200,200.0,,EMOBON_NRMCBWa2_20220427_200um_(blank),Casotti,,256318,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_123,2022-10-19,2023-06-01,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction 3-200um,Wa SOP1,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,2022-10-17,2023-06-01,3-200,3.0,,EMOBON_NRMCBWa_20220623_3um_1,Casotti,-70.0,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_124,2022-10-19,2023-06-01,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction 3-200um,Wa SOP1,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,2022-10-17,2023-06-01,3-200,3.0,,EMOBON_NRMCBWa_20220623_3um_2,Casotti,-70.0,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_125,,,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction 3-200um,Wa SOP1,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,3-200,3.0,,EMOBON_NRMCBWa_20220623_3um_3,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_126,,,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction 3-200um,Wa SOP1,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,3-200,3.0,,EMOBON_NRMCBWa_20220623_3um_4,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_127,2022-10-19,2023-06-01,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,blank_1,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction 3-200um,Wa SOP1,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,2022-10-17,2023-06-01,3-200,3.0,,EMOBON_NRMCBWa_20220623_3um_(blank),Casotti,-70.0,256318,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_128,2022-10-19,2023-06-01,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction 0.2-3um,Wa SOP1,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,2022-10-17,2023-06-01,0.2-3,0.2,3.0,EMOBON_NRMCBWa_20220623_0.22um_1,Casotti,-70.0,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_129,2022-10-19,2023-06-01,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction 0.2-3um,Wa SOP1,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,2022-10-17,2023-06-01,0.2-3,0.2,3.0,EMOBON_NRMCBWa_20220623_0.22um_2,Casotti,-70.0,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_130,,,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction 0.2-3um,Wa SOP1,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,0.2-3,0.2,3.0,EMOBON_NRMCBWa_20220623_0.22um_3,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_131,,,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction 0.2-3um,Wa SOP1,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,0.2-3,0.2,3.0,EMOBON_NRMCBWa_20220623_0.22um_4,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_132,2022-10-19,2023-06-01,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,blank_1,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction 0.2-3um,Wa SOP1,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,2022-10-17,2023-06-01,0.2-3,0.2,3.0,EMOBON_NRMCBWa_20220623_0.22um_(blank),Casotti,-70.0,256318,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_133,,,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,1,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction >20um,Wa SOP2,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,>20,20.0,,EMOBON_NRMCBWa2_20220623_20um_1,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_134,,,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,2,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction >20um,Wa SOP2,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,>20,20.0,,EMOBON_NRMCBWa2_20220623_20um_2,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_135,,,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,3,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction >20um,Wa SOP2,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,>20,20.0,,EMOBON_NRMCBWa2_20220623_20um_3,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_136,,,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,4,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction >20um,Wa SOP2,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,>20,20.0,,EMOBON_NRMCBWa2_20220623_20um_4,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_137,,,2022-06-23,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,blank_1,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction >20um,Wa SOP2,,5.0,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,>20,20.0,,EMOBON_NRMCBWa2_20220623_20um_(blank),Casotti,,256318,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_138,,,2022-06-23,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,1,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction >200um,Wa SOP2,,,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,>200,200.0,,EMOBON_NRMCBWa2_20220623_200um_1,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_139,,,2022-06-23,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,2,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction >200um,Wa SOP3,,,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,>200,200.0,,EMOBON_NRMCBWa2_20220623_200um_2,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_140,,,2022-06-23,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,3,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction >200um,Wa SOP3,,,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,>200,200.0,,EMOBON_NRMCBWa2_20220623_200um_3,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_141,,,2022-06-23,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,4,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction >200um,Wa SOP3,,,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,>200,200.0,,EMOBON_NRMCBWa2_20220623_200um_4,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_142,,,2022-06-23,70,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,N,blank_1,Net,EMOBON metagenome water sample from station NRMCB collected on 2022-06-23 size fraction >200um,Wa SOP3,,,2022-06-23,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220623,,,>200,200.0,,EMOBON_NRMCBWa2_20220623_200um_(blank),Casotti,,256318,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_143,2022-10-19,2023-06-01,2022-08-03,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-08-03 size fraction 3-200um,Wa SOP1,,5.0,2022-08-03,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220803,2022-10-17,2023-06-01,3-200,3.0,,EMOBON_NRMCBWa_20220803_3um_1,Casotti,-70.0,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_144,2022-10-19,2023-06-01,2022-08-03,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-08-03 size fraction 3-200um,Wa SOP1,,5.0,2022-08-03,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220803,2022-10-17,2023-06-01,3-200,3.0,,EMOBON_NRMCBWa_20220803_3um_2,Casotti,-70.0,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
EMOBON_NRMCB_Wa_145,,,2022-08-03,0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station NRMCB collected on 2022-08-03 size fraction 3-200um,Wa SOP1,,5.0,2022-08-03,Casotti minus80,-80,Raffaella Casotti,NRMCB_Wa_220803,,,3-200,3.0,,EMOBON_NRMCBWa_20220803_3um_3,Casotti,,1874687,3,,Anna Chiara Trano,,0000-0002-9876-4601,0000-0002-9876-4601,no_tide
