source_mat_id,arr_date_hq,arr_date_seq,collection_date,comm_samp,depth,env_material,failure,failure_comment,investigation_type,long_store,replicate,samp_collect_device,samp_store_date,samp_mat_process,samp_mat_process_dev,samp_size_mass,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_ROSKOGO_So_69,,,2023-01-03,micro,,sediment [ENVO:00002007],,,metagenome,Y,4,core,2023-01-03,SoSOP2,,11.5,SBR YD001 freezer 17,-80.0,Daguin Thiebaut Thomas Fontana,ROSKOGO_So_230103,,,,,EMOBON ROSKOGO So230103 micro 4,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_70,,,2023-01-03,micro,,sediment [ENVO:00002007],,,metagenome,Y,blank_1,core,2023-01-03,SoSOP2,,,SBR YD001 freezer 17,-80.0,Daguin Thiebaut Thomas Fontana,ROSKOGO_So_230103,,,,,EMOBON ROSKOGO So230103 micro blank,Claire Daguin-Thiebaut,,,,,,0000-0003-4665-6411,low_tide
EMOBON_ROSKOGO_So_71,2022-06-19,,2023-02-15,micro,,sediment [ENVO:00002007],,,metagenome,N,1,core,2023-02-15,SoSOP2,,10.4,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas,ROSKOGO_So_230215,2023-06-15,,,,EMOBON ROSKOGO So230215 micro 1,Comtet,-70,,,,,,high_tide
EMOBON_ROSKOGO_So_72,2022-06-19,,2023-02-15,micro,,sediment [ENVO:00002007],,,metagenome,N,2,core,2023-02-15,SoSOP2,,10.6,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas,ROSKOGO_So_230215,2023-06-15,,,,EMOBON ROSKOGO So230215 micro 2,Comtet,-70,,,,,,high_tide
EMOBON_ROSKOGO_So_73,,,2023-02-15,micro,,sediment [ENVO:00002007],,,metagenome,Y,3,core,2023-02-15,SoSOP2,,10.6,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas,ROSKOGO_So_230215,,,,,EMOBON ROSKOGO So230215 micro 3,Comtet,,,,,,,high_tide
EMOBON_ROSKOGO_So_74,,,2023-02-15,micro,,sediment [ENVO:00002007],,,metagenome,Y,4,core,2023-02-15,SoSOP2,,10.0,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas,ROSKOGO_So_230215,,,,,EMOBON ROSKOGO So230215 micro 4,Comtet,,,,,,,high_tide
EMOBON_ROSKOGO_So_75,,,2023-02-15,micro,,sediment [ENVO:00002007],,,metagenome,Y,blank_1,core,2023-02-15,SoSOP2,,,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas,ROSKOGO_So_230215,,,,,EMOBON ROSKOGO So230215 micro blank,Comtet,,,,,,,high_tide
EMOBON_ROSKOGO_So_76,,,2023-02-20,,,swab,,,mimarks-specimen,Y,blank_1,,2023-02-20,,,,,,Houbin Daguin Thiebaut,ROSKOGO_So_230220,,,,,EMOBON ROSKOGO So230220 Macro blank,,,,,,0000-0002-4572-3371,,
EMOBON_ROSKOGO_So_77,2023-09-21,,2023-02-20,macro,,sediment [ENVO:00002007],,,mimarks-specimen,N,1,McIntyre grab,2023-02-20,SoSOP3,,10.25,SBR YD101.2 fridge R10,4.0,Houbin Daguin Thiebaut,ROSKOGO_So_230220,2023-09-19,,,,EMOBON ROSKOGO So230220 Macro 1,Claire Daguin-Thiebaut,-70,,,,0000-0002-4572-3371,0000-0003-4665-6411,ebb_tide
EMOBON_ROSKOGO_So_78,2023-09-21,,2023-02-20,macro,17.0,sediment [ENVO:00002007],,,mimarks-specimen,N,2,McIntyre grab,2023-02-20,SoSOP3,,11.8,SBR YD101.2 fridge R10,4.0,Houbin Daguin Thiebaut,ROSKOGO_So_230220,2023-09-19,,,,EMOBON ROSKOGO So230220 Macro 2,Claire Daguin-Thiebaut,-70,,,,0000-0002-4572-3371,0000-0003-4665-6411,ebb_tide
EMOBON_ROSKOGO_So_79,,,2023-02-20,macro,17.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,McIntyre grab,2023-02-20,SoSOP3,,8.92,SBR YD101.2 fridge R10,4.0,Houbin Daguin Thiebaut,ROSKOGO_So_230220,,,,,EMOBON ROSKOGO So230220 Macro 3,Claire Daguin-Thiebaut,,,,,0000-0002-4572-3371,0000-0003-4665-6411,ebb_tide
EMOBON_ROSKOGO_So_80,,,2023-02-20,macro,17.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,McIntyre grab,2023-02-20,SoSOP3,,9.63,SBR YD101.2 fridge R10,4.0,Houbin Daguin Thiebaut,ROSKOGO_So_230220,,,,,EMOBON ROSKOGO So230220 Macro 4,Claire Daguin-Thiebaut,,,,,0000-0002-4572-3371,0000-0003-4665-6411,ebb_tide
EMOBON_ROSKOGO_So_81,2023-09-21,,2023-04-12,meio,24.0,sediment [ENVO:00002007],,,mimarks-specimen,N,1,core,2023-04-12,SoSOP2,,574.8,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230412,2023-09-19,,,,EMOBON ROSKOGO So230412 meio 1,Comtet,-70,,,,,,
EMOBON_ROSKOGO_So_82,2023-09-21,,2023-04-12,meio,24.0,sediment [ENVO:00002007],,,mimarks-specimen,N,2,core,2023-04-12,SoSOP2,,691.3,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230412,2023-09-19,,,,EMOBON ROSKOGO So230412 meio 2,Comtet,-70,,,,,,
EMOBON_ROSKOGO_So_83,,,2023-04-12,meio,24.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,core,2023-04-12,SoSOP2,,555.9,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230412,,,,,EMOBON ROSKOGO So230412 meio 3,Comtet,,,,,,,
EMOBON_ROSKOGO_So_84,,,2023-04-12,meio,24.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,core,2023-04-12,SoSOP2,,585.4,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230412,,,,,EMOBON ROSKOGO So230412 meio 4,Comtet,,,,,,,
EMOBON_ROSKOGO_So_85,2022-06-19,,2023-04-12,micro,24.0,sediment [ENVO:00002007],,,metagenome,N,1,core,2023-04-12,SoSOP2,,10.2,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230412,2023-06-15,,,,EMOBON ROSKOGO So230412 micro 1,Comtet,-70,,,,,,
EMOBON_ROSKOGO_So_86,2022-06-19,,2023-04-12,micro,24.0,sediment [ENVO:00002007],,,metagenome,N,2,core,2023-04-12,SoSOP2,,10.1,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230412,2023-06-15,,,,EMOBON ROSKOGO So230412 micro 2,Comtet,-70,,,,,,
EMOBON_ROSKOGO_So_87,,,2023-04-12,micro,24.0,sediment [ENVO:00002007],,,metagenome,Y,3,core,2023-04-12,SoSOP2,,10.4,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230412,,,,,EMOBON ROSKOGO So230412 micro 3,Comtet,,,,,,,
EMOBON_ROSKOGO_So_88,,,2023-04-12,micro,24.0,sediment [ENVO:00002007],,,metagenome,Y,4,core,2023-04-12,SoSOP2,,10.2,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230412,,,,,EMOBON ROSKOGO So230412 micro 4,Comtet,,,,,,,
EMOBON_ROSKOGO_So_89,,,2023-04-12,micro,24.0,swab,,,metagenome,Y,blank_1,core,2023-04-12,SoSOP2,,,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230412,,,,,EMOBON ROSKOGO So230412 micro blank,Comtet,,,,,,,
EMOBON_ROSKOGO_So_90,2023-09-21,,2023-06-19,meio,18.0,sediment [ENVO:00002007],,,mimarks-specimen,N,1,core,2023-06-19,SoSOP2,,642.2,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230619,2023-09-19,,,,EMOBON ROSKOGO So230619 meio 1,Comtet,-70,,,,,,
EMOBON_ROSKOGO_So_91,2023-09-21,,2023-06-19,meio,18.0,sediment [ENVO:00002007],,,mimarks-specimen,N,2,core,2023-06-19,SoSOP2,,704.9,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230619,2023-09-19,,,,EMOBON ROSKOGO So230619 meio 2,Comtet,-70,,,,,,
EMOBON_ROSKOGO_So_92,,,2023-06-19,meio,18.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,core,2023-06-19,SoSOP2,,558.0,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230619,,,,,EMOBON ROSKOGO So230619 meio 3,Comtet,,,,,,,
EMOBON_ROSKOGO_So_93,,,2023-06-19,meio,18.0,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,core,2023-06-19,SoSOP2,,634.9,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230619,,,,,EMOBON ROSKOGO So230619 meio 4,Comtet,,,,,,,
EMOBON_ROSKOGO_So_94,2023-09-21,,2023-06-19,micro,18.0,sediment [ENVO:00002007],,,metagenome,N,1,core,2023-06-19,SoSOP2,,10.4,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230619,2023-09-19,,,,EMOBON ROSKOGO So230619 micro 1,Comtet,-70,,,,,,
EMOBON_ROSKOGO_So_95,2023-09-21,,2023-06-19,micro,18.0,sediment [ENVO:00002007],,,metagenome,N,2,core,2023-06-19,SoSOP2,,10.5,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230619,2023-09-19,,,,EMOBON ROSKOGO So230619 micro 2,Comtet,-70,,,,,,
EMOBON_ROSKOGO_So_96,,,2023-06-19,micro,18.0,sediment [ENVO:00002007],,,metagenome,Y,3,core,2023-06-19,SoSOP2,,9.9,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230619,,,,,EMOBON ROSKOGO So230619 micro 3,Comtet,,,,,,,
EMOBON_ROSKOGO_So_97,,,2023-06-19,micro,18.0,sediment [ENVO:00002007],,,metagenome,Y,4,core,2023-06-19,SoSOP2,,10.5,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230619,,,,,EMOBON ROSKOGO So230619 micro 4,Comtet,,,,,,,
EMOBON_ROSKOGO_So_98,2023-09-21,,2023-06-19,micro,18.0,swab,,,metagenome,Y,blank_1,core,2023-06-19,SoSOP2,,,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230619,2023-09-19,,,,EMOBON ROSKOGO So230619 micro blank,Comtet,-70,,,,,,
EMOBON_ROSKOGO_So_99,2023-09-21,,2023-08-16,micro,,sediment [ENVO:00002007],,,metagenome,,1,core,2023-08-16,SoSOP2,,10.0,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230816,2023-09-19,,,,EMOBON ROSKOGO So230816 micro 1,Comtet,-70,,,,,,
EMOBON_ROSKOGO_So_100,2023-09-21,,2023-08-16,micro,,sediment [ENVO:00002007],,,metagenome,,2,core,2023-08-16,SoSOP2,,10.2,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230816,2023-09-19,,,,EMOBON ROSKOGO So230816 micro 2,Comtet,-70,,,,,,
EMOBON_ROSKOGO_So_101,,,2023-08-16,micro,,sediment [ENVO:00002007],,,metagenome,,3,core,2023-08-16,SoSOP2,,9.9,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230816,,,,,EMOBON ROSKOGO So230816 micro 3,Comtet,,,,,,,
EMOBON_ROSKOGO_So_102,,,2023-08-16,micro,,sediment [ENVO:00002007],,,metagenome,,4,core,2023-08-16,SoSOP2,,10.2,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230816,,,,,EMOBON ROSKOGO So230816 micro 4,Comtet,,,,,,,
EMOBON_ROSKOGO_So_103,,,2023-08-16,micro,,swab,,,metagenome,,blank_1,core,2023-08-16,SoSOP2,,,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_230816,,,,,EMOBON ROSKOGO So230816 micro blank,Comtet,,,,,,,
EMOBON_ROSKOGO_So_104,,,2023-09-25,macro,,sediment [ENVO:00002007],,,mimarks-specimen,N,1,McIntyre grab,2023-09-25,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_230925,,,,,EMOBON ROSKOGO So230925 Macro 1,Castel,,,,,,,
EMOBON_ROSKOGO_So_105,,,2023-09-25,macro,,sediment [ENVO:00002007],,,mimarks-specimen,N,2,McIntyre grab,2023-09-25,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_230925,,,,,EMOBON ROSKOGO So230925 Macro 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_106,,,2023-09-25,macro,,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,McIntyre grab,2023-09-25,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_230925,,,,,EMOBON ROSKOGO So230925 Macro 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_107,,,2023-09-25,macro,,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,McIntyre grab,2023-09-25,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_230925,,,,,EMOBON ROSKOGO So230925 Macro 4,Castel,,,,,,,
EMOBON_ROSKOGO_So_108,,,2023-09-25,macro,,swab,,,mimarks-specimen,Y,blank_1,,2023-09-25,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_230925,,,,,EMOBON ROSKOGO So230925 Macro blank,Castel,,,,,,,
EMOBON_ROSKOGO_So_109,,,2023-10-16,meio,,sediment [ENVO:00002007],,,mimarks-survey,,1,core,2023-10-16,SoSOP2,,560.5,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231016,,,,,EMOBON ROSKOGO So231016 meio 1,Castel,,,,,,,
EMOBON_ROSKOGO_So_110,,,2023-10-16,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,2,core,2023-10-16,SoSOP2,,727.0,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231016,,,,,EMOBON ROSKOGO So231016 meio 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_111,,,2023-10-16,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,3,core,2023-10-16,SoSOP2,,584.5,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231016,,,,,EMOBON ROSKOGO So231016 meio 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_112,,,2023-10-16,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,4,core,2023-10-16,SoSOP2,,565.8,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231016,,,,,EMOBON ROSKOGO So231016 meio 4,Castel,,,,,,,
EMOBON_ROSKOGO_So_113,,,2023-10-16,micro,,sediment [ENVO:00002007],,,metagenome,,1,core,2023-10-16,SoSOP2,,10.1,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231016,,,,,EMOBON ROSKOGO So231016 micro 1,Castel,,,,,,,
EMOBON_ROSKOGO_So_114,,,2023-10-16,micro,,sediment [ENVO:00002007],,,metagenome,,2,core,2023-10-16,SoSOP2,,9.9,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231016,,,,,EMOBON ROSKOGO So231016 micro 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_115,,,2023-10-16,micro,,sediment [ENVO:00002007],,,metagenome,,3,core,2023-10-16,SoSOP2,,11.0,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231016,,,,,EMOBON ROSKOGO So231016 micro 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_116,,,2023-10-16,micro,,sediment [ENVO:00002007],,,metagenome,,4,core,2023-10-16,SoSOP2,,10.0,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231016,,,,,EMOBON ROSKOGO So231016 micro 4,Castel,,,,,,,
EMOBON_ROSKOGO_So_117,,,2023-10-16,micro,,swab,,,metagenome,,blank_1,core,2023-10-16,SoSOP2,,,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231016,,,,,EMOBON ROSKOGO So231016 micro blank,Castel,,,,,,,
EMOBON_ROSKOGO_So_118,,,2023-12-11,micro,,sediment [ENVO:00002007],,,metagenome,,1,core,2023-12-11,SoSOP2,,10.0,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231211,,,,,EMOBON ROSKOGO So231211 micro 1,Comtet,,,,,,,
EMOBON_ROSKOGO_So_119,,,2023-12-11,micro,,sediment [ENVO:00002007],,,metagenome,,2,core,2023-12-11,SoSOP2,,10.1,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231211,,,,,EMOBON ROSKOGO So231211 micro 2,Comtet,,,,,,,
EMOBON_ROSKOGO_So_120,,,2023-12-11,micro,,sediment [ENVO:00002007],,,metagenome,,3,core,2023-12-11,SoSOP2,,10.2,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231211,,,,,EMOBON ROSKOGO So231211 micro 3,Comtet,,,,,,,
EMOBON_ROSKOGO_So_121,,,2023-12-11,micro,,sediment [ENVO:00002007],,,metagenome,,4,core,2023-12-11,SoSOP2,,10.7,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231211,,,,,EMOBON ROSKOGO So231211 micro 4,Comtet,,,,,,,
EMOBON_ROSKOGO_So_122,,,2023-12-11,micro,,swab,,,metagenome,,blank_1,core,2023-12-11,SoSOP2,,,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_231211,,,,,EMOBON ROSKOGO So231211 micro blank,Comtet,,,,,,,
EMOBON_ROSKOGO_So_123,,,2024-02-21,macro,,sediment [ENVO:00002007],,,mimarks-specimen,,1,McIntyre grab,2024-02-21,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_240221,,,,,EMOBON ROSKOGO So240221 Macro 1,Castel,,,,,,,
EMOBON_ROSKOGO_So_124,,,2024-02-21,macro,,sediment [ENVO:00002007],,,mimarks-specimen,,2,McIntyre grab,2024-02-21,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_240221,,,,,EMOBON ROSKOGO So240221 Macro 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_125,,,2024-02-21,macro,,sediment [ENVO:00002007],,,mimarks-specimen,,3,McIntyre grab,2024-02-21,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_240221,,,,,EMOBON ROSKOGO So240221 Macro 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_126,,,2024-02-21,macro,,sediment [ENVO:00002007],,,mimarks-specimen,,4,McIntyre grab,2024-02-21,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_240221,,,,,EMOBON ROSKOGO So240221 Macro 4,Castel,,,,,,,
EMOBON_ROSKOGO_So_127,,,2024-02-21,macro,,swab,,,mimarks-specimen,,blank_1,,2024-02-21,SoSOP3,,,SBR YD101.2 fridge R10,4.0,Houbin Castel,ROSKOGO_So_240221,,,,,EMOBON ROSKOGO So240221 Macro blank,Castel,,,,,,,
EMOBON_ROSKOGO_So_128,,,2024-02-28,micro,,sediment [ENVO:00002007],,,metagenome,,1,core,2024-02-28,SoSOP2,,10.5,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240228,,,,,EMOBON ROSKOGO So240228 micro 1,Castel,,,,,,,
EMOBON_ROSKOGO_So_129,,,2024-02-28,micro,,sediment [ENVO:00002007],,,metagenome,,2,core,2024-02-28,SoSOP2,,10.0,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240228,,,,,EMOBON ROSKOGO So240228 micro 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_130,,,2024-02-28,micro,,sediment [ENVO:00002007],,,metagenome,,3,core,2024-02-28,SoSOP2,,11.0,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240228,,,,,EMOBON ROSKOGO So240228 micro 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_131,,,2024-02-28,micro,,sediment [ENVO:00002007],,,metagenome,,4,core,2024-02-28,SoSOP2,,10.0,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240228,,,,,EMOBON ROSKOGO So240228 micro 4,Castel,,,,,,,
EMOBON_ROSKOGO_So_132,,,2024-02-28,micro,,swab,,,metagenome,,blank_1,core,2024-02-28,SoSOP2,,,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240228,,,,,EMOBON ROSKOGO So240228 micro blank,Castel,,,,,,,
EMOBON_ROSKOGO_So_133,,,2024-04-25,micro,,sediment [ENVO:00002007],,,metagenome,,1,core,2024-04-25,SoSOP2,,9.9,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240425,,,,,EMOBON ROSKOGO So240425 micro 1,Castel,,,,,,,
EMOBON_ROSKOGO_So_134,,,2024-04-25,micro,,sediment [ENVO:00002007],,,metagenome,,2,core,2024-04-25,SoSOP2,,10.2,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240425,,,,,EMOBON ROSKOGO So240425 micro 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_135,,,2024-04-25,micro,,sediment [ENVO:00002007],,,metagenome,,3,core,2024-04-25,SoSOP2,,11.0,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240425,,,,,EMOBON ROSKOGO So240425 micro 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_136,,,2024-04-25,micro,,sediment [ENVO:00002007],,,metagenome,,4,core,2024-04-25,SoSOP2,,11.3,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240425,,,,,EMOBON ROSKOGO So240425 micro 4,Castel,,,,,,,
EMOBON_ROSKOGO_So_137,,,2024-04-25,micro,,swab,,,metagenome,,blank_1,core,2024-04-25,SoSOP2,,,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240425,,,,,EMOBON ROSKOGO So240425 micro blank,Castel,,,,,,,
EMOBON_ROSKOGO_So_138,,,2024-04-25,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,1,core,2024-04-25,SoSOP2,,503.4,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240425,,,,,EMOBON ROSKOGO So240425 meio 1,Castel,,,,,,,
EMOBON_ROSKOGO_So_139,,,2024-04-25,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,2,core,2024-04-25,SoSOP2,,541.8,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240425,,,,,EMOBON ROSKOGO So240425 meio 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_140,,,2024-04-25,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,3,core,2024-04-25,SoSOP2,,619.6,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240425,,,,,EMOBON ROSKOGO So240425 meio 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_141,,,2024-04-25,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,4,core,2024-04-25,SoSOP2,,620.6,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240425,,,,,EMOBON ROSKOGO So240425 meio 4,Castel,,,,,,,
EMOBON_ROSKOGO_So_142,,,2024-06-05,micro,,sediment [ENVO:00002007],,,metagenome,,1,core,2024-06-05,SoSOP2,,10.3,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240605,,,,,EMOBON ROSKOGO So240605 micro 1,Castel,,,,,,,
EMOBON_ROSKOGO_So_143,,,2024-06-05,micro,,sediment [ENVO:00002007],,,metagenome,,2,core,2024-06-05,SoSOP2,,9.4,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240605,,,,,EMOBON ROSKOGO So240605 micro 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_144,,,2024-06-05,micro,,sediment [ENVO:00002007],,,metagenome,,3,core,2024-06-05,SoSOP2,,9.5,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240605,,,,,EMOBON ROSKOGO So240605 micro 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_145,,,2024-06-05,micro,,sediment [ENVO:00002007],,,metagenome,,4,core,2024-06-05,SoSOP2,,10.2,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240605,,,,,EMOBON ROSKOGO So240605 micro 4,Castel,,,,,,,
EMOBON_ROSKOGO_So_146,,,2024-06-05,micro,,swab,,,metagenome,,blank_1,core,2024-06-05,SoSOP2,,,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240605,,,,,EMOBON ROSKOGO So240605 micro blank,Castel,,,,,,,
EMOBON_ROSKOGO_So_147,,,2024-06-05,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,1,core,2024-06-05,SoSOP2,,645.4,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240605,,,,,EMOBON ROSKOGO So240605 meio 1,Castel,,,,,,,
EMOBON_ROSKOGO_So_148,,,2024-06-05,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,2,core,2024-06-05,SoSOP2,,594.4,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240605,,,,,EMOBON ROSKOGO So240605 meio 2,Castel,,,,,,,
EMOBON_ROSKOGO_So_149,,,2024-06-05,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,3,core,2024-06-05,SoSOP2,,533.4,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240605,,,,,EMOBON ROSKOGO So240605 meio 3,Castel,,,,,,,
EMOBON_ROSKOGO_So_150,,,2024-06-05,meio,,sediment [ENVO:00002007],,,mimarks-specimen,,4,core,2024-06-05,SoSOP2,,488.2,SBR YD101.1 C27,-20.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240605,,,,,EMOBON ROSKOGO So240605 meio 4,Castel,,,,,,,
EMOBON_ROSKOGO_So_151,,,2024-08-07,micro,,sediment [ENVO:00002007],,,metagenome,,1,core,2024-08-07,SoSOP2,,11.8,SBR YD001 freezer 17,-80.0,Comtet Camusat Thomas Castel,ROSKOGO_So_240807,,,,,EMOBON ROSKOGO So240807 micro 1,Castel,,,,,,,
